subject,frame,kernel,shots,accuracy,gram_var
16,reference,HS-RBF,1000,0.5407407407407407,9.245172310116073e-06
16,reference,HS-overlap,10000,0.562962962962963,9.245172310116073e-06
16,reference,HS-RBF,10000,0.5851851851851851,9.245172310116073e-06
16,reference,HS-overlap,100000,0.5703703703703703,9.245172310116073e-06
16,reference,HS-RBF,100000,0.5777777777777778,9.245172310116073e-06
16,reference,HS-overlap,1000000,0.6222222222222222,9.245172310116073e-06
16,reference,HS-RBF,1000000,0.6296296296296295,9.245172310116073e-06
16,reference,HS-overlap,-1,0.6666666666666667,9.245172310116073e-06
16,reference,HS-RBF,-1,0.6518518518518519,9.245172310116073e-06
17,sensor,HS-overlap,100,0.5555555555555555,0.002046389885159336
17,sensor,HS-RBF,100,0.5037037037037038,0.002046389885159336
17,sensor,HS-overlap,1000,0.6666666666666666,0.002046389885159336
17,sensor,HS-RBF,1000,0.5703703703703705,0.002046389885159336
17,sensor,HS-overlap,10000,0.4296296296296297,0.002046389885159336
17,sensor,HS-RBF,10000,0.4222222222222223,0.002046389885159336
17,sensor,HS-overlap,100000,0.4148148148148148,0.002046389885159336
17,sensor,HS-RBF,100000,0.4148148148148148,0.002046389885159336
17,sensor,HS-overlap,1000000,0.437037037037037,0.002046389885159336
17,sensor,HS-RBF,1000000,0.4666666666666667,0.002046389885159336
17,sensor,HS-overlap,-1,0.4592592592592593,0.002046389885159336
17,sensor,HS-RBF,-1,0.43703703703703695,0.002046389885159336
17,reference,HS-overlap,100,0.4666666666666667,2.6142457003275725e-05
