kernel,n_channels,n_qubits,mean,std,variance,min,max,shots_for_1sigma,subject
IQP-entangled,3,3,0.20266054523930105,0.21113755270436235,0.04457906616198739,2.1741456944258974e-33,0.9933399445262567,22.432053564475538,26
IQP-product,3,3,0.37739661347610703,0.2715622359352216,0.07374604798613697,1.1577461861335716e-34,0.9967728240962538,13.560048671190941,26
IQP-entangled,4,4,0.095456133736522,0.12131272030313602,0.014716776107346908,3.3229537607929275e-33,0.9073937774641389,67.94966456687345,26
IQP-product,4,4,0.26364941779792495,0.22773043358341263,0.05186115038008911,2.767923079655194e-34,0.9678190733663181,19.282256422601975,26
IQP-entangled,5,5,0.04775813524300566,0.06457463306099782,0.004169883234962514,1.0246220249533279e-33,0.573339434910226,239.81486858324217,26
IQP-product,5,5,0.19935328087717996,0.19111801922565042,0.03652609727273608,3.3275070983806714e-35,0.9257890853087833,27.377685399376713,26
IQP-entangled,6,6,0.027822814110664035,0.04573960254916945,0.0020921112413559884,5.340493574614439e-34,0.544451522060057,477.9860555368253,26
IQP-product,6,6,0.15594161746613844,0.16511027655970087,0.027261403425620903,6.718961674884113e-36,0.9011692370556311,36.681897273864365,26
IQP-entangled,2,2,0.4798512737776283,0.2653537955288684,0.07041263680157649,0.0011202936561949977,0.9996555081950689,14.20199619591026,27
IQP-product,2,2,0.5303562341066841,0.3012769143081357,0.09076777909503174,3.330878375369337e-36,0.9999265965715057,11.01712534965765,27
IQP-entangled,3,3,0.1711149818643747,0.1708370718785054,0.02918530512802162,8.796048480963544e-06,0.9233400457348536,34.263818576283185,27
IQP-product,3,3,0.3911425771898718,0.2672478676029823,0.07142142273834116,1.7415199300892868e-35,0.9874400431438274,14.001401283527917,27
IQP-entangled,4,4,0.09091349059779429,0.11802171617129005,0.013929125488016548,1.6261736327649816e-05,0.8339031585686634,71.79201600705774,27
IQP-product,4,4,0.31563752242985066,0.24561193831962927,0.060325224245125375,2.483078284482156e-35,0.9775351504219633,16.57681363829834,27
IQP-entangled,5,5,0.05650714547348705,0.08122950503094786,0.006598232487572785,3.332294123844607e-07,0.7220474115830311,151.5557388866512,27
IQP-product,5,5,0.23110223888068365,0.21215251629761706,0.04500869017141067,5.663402422497533e-35,0.9747358515474348,22.217931608131885,27
IQP-entangled,6,6,0.038010471771820924,0.06045813177258592,0.0036551856974313627,1.9557758976904937e-05,0.6637580414246087,273.58391140092766,27
IQP-product,6,6,0.16508753994489367,0.17231433187889195,0.02969222897086892,2.1323881474655026e-35,0.9036578242168666,33.67884576739257,27
IQP-entangled,2,2,0.41888854403294723,0.2753781015017767,0.07583309878672283,0.00024869671673886793,0.9994448250412752,13.186853972728386,28
IQP-product,2,2,0.5123294263532746,0.2955347812038458,0.08734080690120502,5.00340826916501e-34,0.9997348130913084,11.449401894479214,28
IQP-entangled,3,3,0.18371641039739117,0.17780086069945103,0.03161314606546559,0.000436203265047909,0.9874696344508689,31.632410071720336,28
IQP-product,3,3,0.36319757047172774,0.2716975752136282,0.07381957237696514,2.501148705848927e-35,0.9952624955538592,13.54654284494396,28
IQP-entangled,4,4,0.09133676647998679,0.10433156461486927,0.01088507537498664,1.6277307412288964e-05,0.67342824382949,91.86890908426322,28
IQP-product,4,4,0.2722302463595021,0.2333465337756684,0.05445060482511915,1.8589928102987518e-35,0.9617047164610213,18.365268911369007,28
IQP-entangled,5,5,0.04683501361786872,0.06102814006319129,0.0037244338795724935,1.3794701700426834e-05,0.6108959675707188,268.4971816749729,28
IQP-product,5,5,0.19761431296570167,0.19772308707445516,0.03909441916225257,4.2829297060428334e-36,0.9342903809040236,25.579098537050147,28
IQP-entangled,6,6,0.02547761190363523,0.042415230542639,0.0017990517819852167,7.553463096721561e-06,0.4042669947534612,555.8483696875699,28
IQP-product,6,6,0.14491817527880868,0.16519115994242053,0.027288119323122362,2.694182241552601e-35,0.8869691783456239,36.64598458247939,28
IQP-entangled,2,2,0.4214663722358758,0.26375012745838233,0.06956412973431292,0.00017866783360979084,0.996741080217071,14.375224757634596,29
IQP-product,2,2,0.4375090692158726,0.29883329122964386,0.08930133594714115,2.58725083583276e-34,0.9978986713371267,11.198040761584076,29
IQP-entangled,3,3,0.18101896512020063,0.18859313077861334,0.03556736897687915,0.00024403925028403236,0.9759115626491804,28.115658502883864,29
IQP-product,3,3,0.3217153173198064,0.2729594991950756,0.07450688820082649,2.3332354247055523e-35,0.9961198680606764,13.421577845320712,29
IQP-entangled,4,4,0.09952372408378259,0.12975156752173442,0.016835469274347203,1.1033481014083873e-05,0.9711407575038072,59.39840367406539,29
IQP-product,4,4,0.2595480891174551,0.25037211856641034,0.06268619775543263,2.530367805893034e-35,0.9957347388016997,15.952474959503125,29
IQP-entangled,5,5,0.05615269452098498,0.08802811757472467,0.007748949483749551,9.557759298795918e-06,0.7894757358664023,129.04975082069078,29
IQP-product,5,5,0.20587832125036126,0.21673650844658185,0.04697471409361525,9.102216234196228e-37,0.940984772253674,21.288048672464807,29
IQP-entangled,6,6,0.034098558966901796,0.056907985804689844,0.0032385188483467805,1.2874908106270894e-05,0.724740004366252,308.78313415112166,29
IQP-product,6,6,0.14343054478941808,0.16945452109557396,0.02871483471973032,8.012888592499002e-36,0.9286725092061454,34.82520480303819,29
IQP-entangled,2,2,0.4783231356452205,0.3037743741114993,0.09227887036683315,0.0024200704769864025,0.9993841493681683,10.836716964834237,30
IQP-product,2,2,0.5892212065954484,0.3459151751527717,0.11965730840097272,1.907007619633794e-33,0.999553915742125,8.357199517216207,30
IQP-entangled,3,3,0.28153486728091087,0.27186044565966955,0.07390810191427415,3.195271233762408e-05,0.9929407947742187,13.530316353677948,30
IQP-product,3,3,0.44737290894369103,0.33028146122758556,0.10908584363062912,8.99475624280996e-34,0.9982118361055923,9.167092325802209,30
IQP-entangled,4,4,0.17727157099367935,0.20408769127088008,0.041651785728278067,5.599144221541033e-05,0.9754911159158383,24.008574482824248,30
IQP-product,4,4,0.35337889360695374,0.2911308225358849,0.0847571558304209,1.6109073623133094e-34,0.9898418338957163,11.798413835414255,30
IQP-entangled,5,5,0.06919271972259705,0.10022073703986083,0.01004419613281293,7.055239835461893e-05,0.8670764003109417,99.55998337518969,30
IQP-product,5,5,0.2738306251253703,0.2523383713536767,0.06367465365742604,4.873093392252243e-35,0.9644048279452343,15.70483610920081,30
IQP-entangled,6,6,0.038346412256642856,0.06724413448179713,0.004521773622206017,6.684892894001013e-06,0.7245333837300681,221.15215920785846,30
IQP-product,6,6,0.19119730145754946,0.20271961872699237,0.04109524381681715,3.266893422365203e-35,0.8816498750216882,24.333716194932908,30
IQP-entangled,2,2,0.46271775639082224,0.24931966489887508,0.06216029530528736,0.0015264097297931587,0.9984368888279136,16.087439660457015,31
IQP-product,2,2,0.43002496489923897,0.29877338646197643,0.08926553645795751,2.858649739942375e-34,0.9974745028354787,11.202531678852143,31
IQP-entangled,3,3,0.2071743620842158,0.2031735389095493,0.04127948691303015,0.00024529665877660325,0.9803326339399698,24.22510730588425,31
IQP-product,3,3,0.3444564087427315,0.2629564249522586,0.06914608142367282,2.833717650146639e-35,0.989387741375824,14.462135516729955,31
IQP-entangled,4,4,0.10668375237568536,0.13412298921511723,0.01798897623599845,6.910248541600574e-06,0.9054052463531334,55.58960036863357,31
IQP-product,4,4,0.23624969412398583,0.22131999218296466,0.04898253893986754,6.844351301249684e-35,0.9596895162901267,20.41543826929083,31
IQP-entangled,5,5,0.047352544451542675,0.07850727192380826,0.0061633917449187715,3.2769203912164905e-06,0.8500224800980303,162.2483271202777,31
IQP-product,5,5,0.17187315440172124,0.18383185785633643,0.03379415196291228,7.559428258618872e-35,0.958695030917742,29.590918603238208,31
IQP-entangled,6,6,0.030316266425663898,0.05032754498667949,0.0025328617843862478,3.091463107116087e-05,0.5819256787004603,394.8103312089395,31
IQP-product,6,6,0.12392154407039048,0.14935964773307034,0.02230830437094686,2.9661689171792975e-36,0.7512297782663897,44.826356291890406,31
IQP-entangled,2,2,0.4351419628358623,0.2613171716274812,0.06828666418738646,0.0010822535622327762,0.9991619151392411,14.644147754177666,32
IQP-product,2,2,0.4651041529658427,0.2963440227327799,0.08781977980944636,2.0908454735385778e-33,0.9994334777800412,11.386956357324353,32
IQP-entangled,3,3,0.17192328296289588,0.18259668317080419,0.033341548704979046,0.0001806513176435518,0.9539878003158455,29.99260798736279,32
IQP-product,3,3,0.31635016867792703,0.2567537820487973,0.06592250459636129,2.9682109551689077e-34,0.9893391574480199,15.169326561891534,32
IQP-entangled,4,4,0.09655575404254674,0.11854731050528167,0.014053464828035664,2.3033636489418677e-05,0.8228059526810207,71.1568294535502,32
IQP-product,4,4,0.2614730161193243,0.22527958794516986,0.05075089274474552,8.057624782933271e-36,0.9292741139993145,19.70408688236395,32
IQP-entangled,5,5,0.05948439170546953,0.08109001916036233,0.006575591207427931,5.067711391745105e-05,0.7279417749624129,152.0775803201358,32
IQP-product,5,5,0.20448551387022348,0.1930983081471633,0.03728695660929683,3.2310771594573736e-34,0.918007364909546,26.819029787769484,32
IQP-entangled,6,6,0.030217354340903852,0.04692031712921622,0.002201516159506221,2.8322339739990763e-05,0.46575867228437956,454.23241418509076,32
IQP-product,6,6,0.149470855574108,0.16011770924414334,0.025637680813592027,1.4990369286259034e-34,0.8425893489453623,39.0050881462664,32
IQP-entangled,2,2,0.43831696281281496,0.27463993420878363,0.075427093462205,0.00028347705191943617,0.9995062839708888,13.257835534933875,33
IQP-product,2,2,0.4752353560603772,0.3102847562395168,0.09627662995461635,1.5730435920393498e-34,0.9997372146791128,10.386736640775524,33
IQP-entangled,3,3,0.19703739371032272,0.21702209774491604,0.047098590909603895,4.799585353411067e-05,0.9918655470267188,21.232057704641214,33
IQP-product,3,3,0.41130992851266296,0.2936092839392971,0.08620641161534677,3.344647424908899e-34,0.9941924847827684,11.600065253406006,33
IQP-entangled,4,4,0.14120285987898873,0.15871062181502887,0.02518906147691312,6.306804867829525e-07,0.9187810125249584,39.6997720981603,33
IQP-product,4,4,0.30836374703439484,0.2502815166504811,0.06264083757686503,1.8261707891003968e-34,0.9683163270352665,15.964026642730065,33
IQP-entangled,5,5,0.0753625636009726,0.10853087255643339,0.011778950297860786,5.183454913412704e-05,0.8266905357142307,84.89720855529998,33
IQP-product,5,5,0.23171226439727557,0.21197726647840862,0.04493436150365825,5.605565272948579e-35,0.9618889051209524,22.25468364379867,33
IQP-entangled,6,6,0.02998027664584316,0.053527880382152754,0.0028652339782060535,4.426556692760946e-06,0.627008000147117,349.0116366085077,33
IQP-product,6,6,0.15584200516283828,0.16726520359393732,0.027977648333321302,1.0388505852461964e-35,0.8967665259957248,35.742818270004584,33
IQP-entangled,2,2,0.3955798966862122,0.2714687181769199,0.07369526494861997,4.066985493584752e-05,0.9990375205071074,13.569392832730784,34
IQP-product,2,2,0.4866520695130078,0.31672133984859563,0.10031240711548962,3.007598648314473e-34,0.9997052790109316,9.968856582702681,34
IQP-entangled,3,3,0.1861083705351969,0.18900053689439422,0.03572120294636927,7.984503119696346e-05,0.9920428240919418,27.994577940204582,34
IQP-product,3,3,0.3607603588522828,0.28183855626792986,0.07943297179919108,1.3916044364790628e-34,0.9922637224516117,12.589230609777887,34
IQP-entangled,4,4,0.09828571227582093,0.12265014777013568,0.015043058748036117,8.877303873518071e-05,0.8488371191834805,66.47584223059361,34
IQP-product,4,4,0.23657039254113923,0.23037980628066965,0.05307485514191887,2.5668773584400646e-35,0.9576986429024956,18.841313788347836,34
IQP-entangled,5,5,0.05163931348781697,0.07039279110966022,0.00495514504020826,2.56267180875454e-05,0.7003231759013464,201.8104398328512,34
IQP-product,5,5,0.16822958203891622,0.18886177500625362,0.035668770058512766,5.350006194167228e-35,0.8196833226790421,28.035729809565957,34
IQP-entangled,6,6,0.025612947137742353,0.0425625657874332,0.001811572006409579,1.5961809234405585e-05,0.7444496103689507,552.0067634418444,34
IQP-product,6,6,0.12046477389087917,0.15426482228941849,0.023797635395985863,6.530366521425442e-35,0.8020717225335708,42.020981637893236,34
IQP-entangled,2,2,0.3758312135839952,0.3158479725814943,0.09975994178384037,2.001857739139302e-05,0.9987988639580828,10.024063588236627,35
IQP-product,2,2,0.3522537838552139,0.38276239603967427,0.14650705182203244,1.2467918348255938e-34,0.9995068142110628,6.82561001374007,35
IQP-entangled,3,3,0.21114547848544876,0.21693047450391736,0.04705883076849474,3.836201547973545e-06,0.9886918898538093,21.249996731102094,35
IQP-product,3,3,0.25910249135967417,0.31000077492782674,0.09610048045585308,1.9238707951812116e-35,0.99577919266646,10.405775239171493,35
IQP-entangled,4,4,0.09346474593416872,0.1204677864633628,0.014512487575382376,4.812436178591802e-06,0.8112145954761989,68.90617441053361,35
IQP-product,4,4,0.18940855991540237,0.24901574218848943,0.06200883985768424,5.501321158726261e-35,0.9565925141778288,16.126732935095838,35
IQP-entangled,5,5,0.04900049500502565,0.0709452261584126,0.005033225114668312,1.9146496249851136e-06,0.6118945527739217,198.6797683826426,35
IQP-product,5,5,0.16055403499967924,0.22331269474265475,0.0498685596332261,7.458962281168327e-35,0.9285739283012597,20.052714723561547,35
IQP-entangled,6,6,0.026546320283243243,0.04166909921773574,0.001736313829617505,2.0396172023480995e-06,0.3567527847325903,575.9327507172429,35
IQP-product,6,6,0.11157908275425518,0.1731139137075636,0.02996842711914978,2.8403715727593075e-35,0.8567266153901429,33.36845127120474,35
IQP-entangled,2,2,0.5279403319878742,0.2279527091712447,0.05196243761851006,0.001375744128070428,0.9991770202115022,19.244670685806703,36
IQP-product,2,2,0.49727562074285375,0.28421321588415693,0.0807771520832144,2.880664770529989e-33,0.9987269765220015,12.379738257791356,36
IQP-entangled,3,3,0.22325439883409182,0.2014248612786779,0.04057197474113463,1.26603970386235e-33,0.9259852593483793,24.647555520291988,36
IQP-product,3,3,0.3696424743678493,0.2562694699273167,0.06567404121682788,2.6297860732769293e-33,0.993042659404215,15.226716393139618,36
IQP-entangled,4,4,0.13161223119767,0.1402484413570109,0.019669625303070922,0.00015467201661556552,0.828197305150471,50.83980932996598,36
IQP-product,4,4,0.29119855792804505,0.22057532127139784,0.048653472353980376,1.757326427762388e-33,0.9474862791834013,20.553517593245104,36
IQP-entangled,5,5,0.0645960061920108,0.08440872616856651,0.007124833053400045,0.00014590267913689483,0.7308965488709703,140.35416584572314,36
IQP-product,5,5,0.1907466547227185,0.18552915807818746,0.03442106849720107,2.8900700193181236e-34,0.9075066296982973,29.051974376719723,36
IQP-entangled,6,6,0.036391106699358605,0.05426862399611139,0.0029450835504313167,1.6512243387732027e-05,0.5133274617733722,339.5489407604572,36
IQP-product,6,6,0.14624979682629333,0.1549032759975326,0.02399502491476776,7.734315406734528e-36,0.7789129039333895,41.67530575825946,36
IQP-entangled,2,2,0.46293481541640874,0.2759209072414708,0.07613234705295634,6.386136709918086e-34,0.9967793429455454,13.135021297903997,37
IQP-product,2,2,0.45326752737420867,0.3219189090239318,0.10363178398715847,6.386136709918086e-34,0.9987524357111789,9.64954921671439,37
IQP-entangled,3,3,0.2756078770220045,0.2470237824451738,0.061020749093520565,5.518760629886538e-35,0.9896978096974466,16.38786830472037,37
IQP-product,3,3,0.3783154909797336,0.2951563345596441,0.08711726183068455,1.0201900228549796e-35,0.9980045962238432,11.478781345808768,37
IQP-entangled,4,4,0.15696426950318268,0.1810056086562426,0.03276303036501685,5.302707383460012e-36,0.9595511819858259,30.522207160292567,37
IQP-product,4,4,0.27264753242867945,0.2527875703914522,0.06390155574441342,5.389181880905652e-35,0.9884127613169505,15.649071268306717,37
IQP-entangled,5,5,0.08289123751002213,0.1226010893236401,0.015031027103343177,1.6864278751187344e-35,0.9044831167826557,66.5290530796516,37
IQP-product,5,5,0.19482019950565674,0.2024953211284027,0.04100435507889494,5.393928962746465e-35,0.9537115504762209,24.387653410861788,37
IQP-entangled,6,6,0.039386703975042583,0.06912028397809199,0.004777613657212081,1.694100413956377e-35,0.6655616107349991,209.30951553406643,37
IQP-product,6,6,0.16795506499583526,0.18227322738592142,0.03322352942167982,4.135285603672868e-36,0.9306043683154909,30.099150132660377,37
IQP-entangled,2,2,0.42066928914059154,0.2718527818645576,0.07390393500749873,0.00029947246470402467,0.9994211083884328,13.531079230064464,38
IQP-product,2,2,0.4752477821229954,0.28757222652967707,0.0826977854712359,4.758353677124355e-34,0.9991911353783374,12.09222223184951,38
IQP-entangled,3,3,0.1673144595408634,0.1703641463872255,0.029023942374247998,0.00013617744149654908,0.9928988821828726,34.45431317033166,38
IQP-product,3,3,0.32669503287501256,0.26358895402202137,0.06947913668242331,2.5502159458968197e-34,0.9981251841441492,14.39280980952341,38
IQP-entangled,4,4,0.0898271797542608,0.11306007355648463,0.012782580232597717,1.1701380305617673e-05,0.7839313604329925,78.23146671513415,38
IQP-product,4,4,0.25228893217282344,0.22548113086620306,0.050841740376701784,1.1525190716629156e-34,0.957383514841914,19.668878220743398,38
IQP-entangled,5,5,0.04949668676187591,0.07145341210556606,0.005105590101527855,5.861689618476502e-05,0.6225992265524031,195.8637454465349,38
IQP-product,5,5,0.18266228123285,0.18677839805643381,0.03488616998052764,1.1794179366615198e-36,0.9405835719118051,28.664654232842654,38
IQP-entangled,6,6,0.02500908170470834,0.042649462423476316,0.001818976645011518,4.767888427216152e-06,0.47943774903613756,549.7596699454422,38
IQP-product,6,6,0.12997523470662406,0.1484700926494854,0.022043368411346784,6.052262558475578e-35,0.9165957435497354,45.365117587258204,38
IQP-entangled,2,2,0.4571588741726798,0.26172578985411415,0.06850038907475993,0.002184690899810194,0.9976942667023901,14.59845722786509,39
IQP-product,2,2,0.5321190438531626,0.2943328569648462,0.08663183068908861,7.0382359555212166e-34,0.9992236264776733,11.543101329451083,39
IQP-entangled,3,3,0.16303648137907212,0.16550582662144184,0.027392178645646765,0.00023654598532319668,0.9699550344152454,36.50677125526569,39
IQP-product,3,3,0.39631908674800187,0.26455069151321536,0.06998706838012043,1.471870325766377e-35,0.9935318044875687,14.28835387944391,39
IQP-entangled,4,4,0.09297205690817906,0.11479393312102487,0.01317764708139433,3.5262360780779215e-06,0.8934944663258523,75.88608146987875,39
IQP-product,4,4,0.2943111637953677,0.23589999624881153,0.05564880823018929,2.0758936629523756e-34,0.9735345339715132,17.969836763862688,39
IQP-entangled,5,5,0.04797301315362893,0.07543915110160185,0.005691065518930315,1.4521097200770414e-05,0.7584065893724785,175.7140199271434,39
IQP-product,5,5,0.21981885867587542,0.20139188158922208,0.04055868997004725,4.5284658323589574e-35,0.9214010946751794,24.655628688660897,39
IQP-entangled,6,6,0.024909188999685302,0.04342210268310134,0.001885479001421797,3.6284249189014652e-06,0.645796166958647,530.3692055153745,39
IQP-product,6,6,0.146541182355633,0.15713938452411155,0.02469278616861659,4.5544757542823604e-35,0.8458624520174225,40.497657622409356,39
IQP-entangled,2,2,0.4200877625782622,0.2718337339730706,0.07389357892574212,4.561269831430782e-05,0.9999987307876775,13.532975591897234,40
IQP-product,2,2,0.4675135226953205,0.3146154622779429,0.09898288910436372,2.4945771837125483e-34,0.9999957991500417,10.102756234419859,40
IQP-entangled,3,3,0.14970164223869037,0.1577780640017767,0.024893917480148745,9.440619938125817e-05,0.9378587784053406,40.17045532497784,40
IQP-product,3,3,0.33178145526692954,0.26970216957914284,0.07273926027569673,5.856852188589784e-35,0.9905300834119641,13.747733977631814,40
IQP-entangled,4,4,0.0890235241800343,0.11185742444620268,0.012512083403737943,2.843459769649399e-05,0.8502922726957026,79.92274090030868,40
IQP-product,4,4,0.25909497855609753,0.23167490248311212,0.05367326044055951,1.5682332412326118e-35,0.967901565851546,18.631251237428565,40
IQP-entangled,5,5,0.046154834507543346,0.0714364818795223,0.005103170943323318,1.0696249252458837e-06,0.7547695091350298,195.95659465578748,40
IQP-product,5,5,0.19435420765531813,0.19665903562254816,0.03867477629199067,7.066366394044177e-35,0.9529825735951314,25.856646007467518,40
IQP-entangled,6,6,0.02560707858358907,0.04575161167634839,0.0020932099709833783,4.909580993859413e-06,0.5898068533676578,477.73515980826596,40
IQP-product,6,6,0.1353726297379831,0.15943179507146338,0.025418497279709098,2.1084183591395903e-35,0.9528145752360923,39.34142876330746,40
IQP-entangled,2,2,0.45598427037351413,0.26654537399090256,0.07104643639595011,0.0001236160140798545,0.9998735871332879,14.075301320208137,41
IQP-product,2,2,0.46991195907665156,0.2980828500433462,0.08885338548996405,6.947075156833371e-34,0.9999152275919835,11.254495194366562,41
IQP-entangled,3,3,0.2030581344999669,0.18675222635350505,0.03487639404799078,3.5911807041101227e-05,0.9895776063621342,28.672689000588054,41
IQP-product,3,3,0.32681507557747363,0.2539382181608185,0.06448461864269145,2.5671261036613065e-34,0.9918251704069035,15.507574070352945,41
IQP-entangled,4,4,0.11436920731007302,0.12764678134927385,0.016293700788829326,0.00010838419960222458,0.8802875501812655,61.37341129312884,41
IQP-product,4,4,0.22857673750132468,0.21098822844015758,0.044516032540316115,1.016984914735495e-34,0.9429826679399028,22.463816807896034,41
IQP-entangled,5,5,0.05849597172469157,0.07238012980711342,0.005238883190894588,1.797127628619605e-05,0.5535895863326548,190.8803772792729,41
IQP-product,5,5,0.16563777298031587,0.17495771739450242,0.03061020287589457,2.132825253916378e-35,0.9197596630856386,32.66884587646744,41
IQP-entangled,6,6,0.03180925716084169,0.04916436084125883,0.0024171343769295046,1.0678781099062662e-07,0.4524137408949058,413.7130353796482,41
IQP-product,6,6,0.1260641339389566,0.146728288125183,0.021529190536146714,2.1268069730693982e-35,0.7905719379475602,46.44856472058422,41
IQP-entangled,2,2,0.45797304329066635,0.262962001836397,0.06914901440980525,0.0006675226297324417,0.9996609194869217,14.461522098834154,42
IQP-product,2,2,0.49982265252804525,0.2834384917199599,0.08033737858848577,4.200245567207403e-33,0.9995825760156213,12.44750597504962,42
IQP-entangled,3,3,0.15663038428972131,0.1591072295527677,0.025315110495957114,5.7393978426672274e-05,0.9635296954000772,39.502098960212024,42
IQP-product,3,3,0.3021780408076432,0.2584955400951916,0.06681994424910481,5.238044091365192e-34,0.9904017974192867,14.96559165437192,42
IQP-entangled,4,4,0.09207434981511103,0.10475883211282233,0.010974412905642496,0.00021296756557420698,0.7780656995510479,91.12104753101187,42
IQP-product,4,4,0.2163522936235768,0.21013313777020376,0.044155935589151436,1.944876862064995e-34,0.9643421902021023,22.647011928463986,42
IQP-entangled,5,5,0.045260342373186005,0.06430254385047915,0.004134817145642794,9.489576404066338e-06,0.7193648792043259,241.84866338135038,42
IQP-product,5,5,0.15415320394066037,0.17539962822971852,0.030765029583123476,1.8245528313569833e-34,0.912912497799997,32.50443810879876,42
IQP-entangled,6,6,0.022764791466857084,0.039376994210696306,0.0015505476730692106,9.234146198871416e-06,0.6835628788375274,644.9334111866187,42
IQP-product,6,6,0.11838655943315744,0.14454405580227772,0.020892984067771972,2.261188432734459e-34,0.8053796469426356,47.86295709393321,42
IQP-entangled,2,2,0.43461642374392595,0.270972391377737,0.07342603688896947,0.0009041873938319542,0.9980727072644019,13.61914713594227,43
IQP-product,2,2,0.4316493841321575,0.30865364662085015,0.09526707357234865,2.266491212739714e-34,0.9989350017463711,10.496806110461346,43
IQP-entangled,3,3,0.16894513713761805,0.17886363119456097,0.03199219856410393,0.00013607851076057997,0.960324303563555,31.257620447568293,43
IQP-product,3,3,0.32769940816487636,0.2648943543191237,0.07016901895014545,3.3678798855679763e-34,0.9871495398401067,14.25130370869931,43
IQP-entangled,4,4,0.10131560988817816,0.11386025636424413,0.012964157979331394,2.039306902258716e-05,0.8625002394226357,77.13574623159393,43
IQP-product,4,4,0.25286805916641,0.22994311571473905,0.05287383646460187,2.176272206984781e-34,0.9469145197031592,18.91294573771818,43
IQP-entangled,5,5,0.049636133125404824,0.07554048601766294,0.00570636502778473,8.425593612869934e-06,0.6755255662485882,175.24290772337963,43
IQP-product,5,5,0.1715672314244835,0.19013664946350853,0.036151945469209114,5.6322002456367335e-36,0.9296157895443259,27.661028667231964,43
IQP-entangled,6,6,0.029205521605076053,0.044782164377485924,0.002005442246332169,1.1500220822377231e-05,0.504506095916627,498.6431306256456,43
IQP-product,6,6,0.12271209009680946,0.1494200905522545,0.02232636346064393,4.543629988942344e-35,0.907769712980824,44.79009766918657,43
IQP-entangled,2,2,0.4679644962789772,0.27101807755484897,0.07345079836152613,0.004784028012911887,0.9997538033326374,13.614555897377485,44
IQP-product,2,2,0.47852046924425795,0.30500225108974616,0.09302637316981255,3.26345160994238e-33,0.9997953902132515,10.74963976263566,44
IQP-entangled,3,3,0.19107354064007254,0.18565114449032624,0.034466347450567994,6.494892833504191e-05,0.9506841923347141,29.013808365804085,44
IQP-product,3,3,0.3483706777978503,0.2674036551550571,0.07150471479028468,1.1693985432205728e-33,0.989788519170317,13.985091793357794,44
IQP-entangled,4,4,0.10861867668728808,0.12550191010051348,0.015750729438877367,2.9549056154825562e-05,0.9058661317993304,63.489123083513206,44
IQP-product,4,4,0.2514289072313499,0.22529068375141548,0.050755892185180305,2.0308617195631403e-34,0.9314320261536012,19.702146035608056,44
IQP-entangled,5,5,0.05515017305238863,0.07358560163620902,0.005414840768162847,0.00013596462713339524,0.7622973140601121,184.67763740710717,44
IQP-product,5,5,0.1744758139055966,0.1832412465316929,0.033577354430488655,1.5464498416619586e-34,0.8994201277419526,29.781977078336688,44
IQP-entangled,6,6,0.02808530908812576,0.043996302415197364,0.0019356746262095012,9.935806611394541e-06,0.5823423529262235,516.6157506327555,44
IQP-product,6,6,0.11946170738741436,0.14961073415707019,0.022383371775017525,7.836652118810426e-35,0.8746365747298124,44.67602155972397,44
IQP-entangled,2,2,0.35528661542884177,0.2884325677574241,0.08319334614314103,0.00021492502374711832,0.9966691706495336,12.020192074969762,45
IQP-product,2,2,0.38393375570417826,0.34557366955001817,0.11942116108626516,3.1405118242720925e-33,0.9986888903783785,8.373725317221119,45
IQP-entangled,3,3,0.17318017242912304,0.19034299827220527,0.03623045699125274,0.00021534138027688897,0.987193720386336,27.601087125161957,45
IQP-product,3,3,0.305033581685382,0.30215458771495163,0.09129739487719239,9.31137524156771e-34,0.9982146431476612,10.953215054439813,45
IQP-entangled,4,4,0.08906885301782509,0.11781420372630773,0.013880186599663941,5.94776550527296e-06,0.8948695428955887,72.0451409510742,45
IQP-product,4,4,0.208322315595898,0.2430606963553351,0.059078502112740405,6.162280355079458e-36,0.946788684148766,16.926630910372182,45
IQP-entangled,5,5,0.04837946934773465,0.07722358681290069,0.005963482360249609,4.791079607959144e-05,0.8576046216859002,167.68725714116874,45
IQP-product,5,5,0.14644014962987972,0.19473348182455671,0.03792112894351496,3.8293629466745075e-34,0.9443980774007252,26.370522921127694,45
IQP-entangled,6,6,0.02405804502849994,0.0434248758142157,0.0018857198394800552,1.5033280486964731e-05,0.48904722296890585,530.3014684703786,45
IQP-product,6,6,0.10434442882159724,0.15056083885635865,0.022668566197130396,6.555269444642103e-36,0.9295277887878124,44.11395018563589,45
IQP-entangled,2,2,0.46562443725187824,0.26346523669776506,0.06941393094820937,0.0012806280901904612,0.9997329416621756,14.406330059971864,46
IQP-product,2,2,0.5251368644061548,0.2999146356468475,0.08994878867518129,1.7809230075933703e-35,0.9998711140597043,11.117437096469988,46
IQP-entangled,3,3,0.15342420481130112,0.15661928064383704,0.024529599069392984,0.00012964842220746466,0.9247500681923334,40.76707479690357,46
IQP-product,3,3,0.361477278651577,0.26837092829039505,0.07202295515144837,3.120575313242398e-36,0.9894402593585272,13.884462223151228,46
IQP-entangled,4,4,0.08376855258538295,0.09703753536723415,0.009416283270147218,9.885351297624291e-05,0.8204775208304891,106.19901412379298,46
IQP-product,4,4,0.2607713042361234,0.22439316708469612,0.050352293434300345,3.0065850078635747e-34,0.9684943674813582,19.860068564797345,46
IQP-entangled,5,5,0.04638336174168844,0.06226584557527129,0.003877035525203531,5.618766734100062e-06,0.6001135691710361,257.9290268297202,46
