kernel,n_channels,n_qubits,mean,std,variance,min,max,shots_for_1sigma,subject
IQP-product,5,5,0.21355644998409487,0.19785840262746965,0.03914794749029389,1.4336214869978032e-35,0.9485353454695901,25.54412336043758,46
IQP-entangled,6,6,0.024619400389389548,0.04281245009549327,0.0018329058831791016,1.3660636119072029e-05,0.5206158678239526,545.581750365458,46
IQP-product,6,6,0.15533422553713006,0.1618849034913794,0.026206721978413224,5.248231890082231e-35,0.8506442862295995,38.15814892162825,46
IQP-entangled,2,2,0.4873093173580393,0.2601738298852349,0.06769042175715115,0.000451508577354112,0.9998031122109517,14.77313885836965,47
IQP-product,2,2,0.4940142044443852,0.2890564664510763,0.0835536407971822,1.3792303829992515e-34,0.9998841944388532,11.968359373200702,47
IQP-entangled,3,3,0.19453103973508457,0.20276803513976216,0.041114876074439824,0.00025066204354733085,0.9905964446212875,24.322096902091285,47
IQP-product,3,3,0.3349929138703924,0.2763610734344713,0.07637544290985324,3.2604023356213474e-35,0.9990129610170877,13.093213759562886,47
IQP-entangled,4,4,0.12827677678937452,0.14926959016611377,0.02228141054835957,2.377914288889884e-05,0.9071539617117427,44.88046202593862,47
IQP-product,4,4,0.2407525604642968,0.2323524042135778,0.05398763974382985,5.208803130372251e-35,0.951709830559246,18.522758259945753,47
IQP-entangled,5,5,0.0641218000957099,0.0920847238486183,0.00847959636627629,6.407747303065523e-05,0.676707862260408,117.9301415780876,47
IQP-product,5,5,0.19318187553807228,0.20373620494912004,0.04150844120706985,2.9960498325121685e-35,0.904508401370744,24.091485271908425,47
IQP-entangled,6,6,0.02690539476834705,0.04635403616081554,0.0021486966683981947,3.9386397760820705e-05,0.39057023130383905,465.398403928963,47
IQP-product,6,6,0.14966945718634814,0.17206174806564564,0.029605245147405715,7.849534607536336e-36,0.846388221305708,33.7777983266465,47
IQP-entangled,2,2,0.35327244675497343,0.2883792247244964,0.08316257725270158,0.0006807269085172195,0.9977645353372704,12.024639363464585,48
IQP-product,2,2,0.409781213257321,0.3750112334482821,0.14063342521240194,1.8459371439509218e-34,0.9990715863757703,7.110685091326452,48
IQP-entangled,3,3,0.2036313333257472,0.22120068080212518,0.04892974118732367,0.00039294780786493726,0.9920335408268813,20.43746759606961,48
IQP-product,3,3,0.3210116481312675,0.3196619022668146,0.10218373176083854,4.878052643243828e-34,0.9965742250568456,9.786293598481059,48
IQP-entangled,4,4,0.11660191304694523,0.15567947141455682,0.02423609781991581,9.972284565273897e-06,0.9157255718735229,41.26076761326893,48
IQP-product,4,4,0.250494706649602,0.2655403519832691,0.07051167853139843,5.781148717884884e-35,0.9851812315526146,14.182047865371775,48
IQP-entangled,5,5,0.047165097678710514,0.07496758271657965,0.0056201384583672125,2.790673944629996e-05,0.8059866961865632,177.93155941046413,48
IQP-product,5,5,0.16784892862900377,0.2072318011519158,0.04294501940866717,1.3625999892168172e-34,0.9413845251969655,23.285587333980338,48
IQP-entangled,6,6,0.023139555596218865,0.04237036081523092,0.0017952474756128556,8.143991063029359e-06,0.5578464373996859,557.0262671772443,48
IQP-product,6,6,0.11915469811734565,0.16744169258577973,0.02803672041599076,1.8002418170784583e-34,0.9359891250106526,35.667509792965994,48
IQP-entangled,2,2,0.43842328748387815,0.26340355947834304,0.069381435145861,1.173357947549396e-06,0.9987299704290964,14.413077473789555,49
IQP-product,2,2,0.46914850095319494,0.2881711424446352,0.08304260733784623,5.661035576739955e-34,0.9994594236615115,12.042011108004496,49
IQP-entangled,3,3,0.17686483869820427,0.18222387147712305,0.033205539336111055,3.463833456988808e-05,0.9024584582899473,30.115457239765387,49
IQP-product,3,3,0.3479457205523703,0.25230654607126196,0.06365859319040983,9.694599649634548e-36,0.9773757068366347,15.708798292304238,49
IQP-entangled,4,4,0.09641989840491201,0.11515149187780917,0.013259866081685152,4.3570292397590735e-06,0.859470892492312,75.41554295040915,49
IQP-product,4,4,0.2613941562760145,0.22274027506015456,0.049613230133873316,2.628694220881247e-35,0.9553409226595228,20.155914003213677,49
IQP-entangled,5,5,0.06268886918938284,0.08318417484234764,0.006919606944202262,3.907686606363397e-06,0.7794059070616584,144.51687907473863,49
IQP-product,5,5,0.20226012626772377,0.19247082047168657,0.0370450167330442,2.1944692739937762e-35,0.9553387538539841,26.994184054666622,49
IQP-entangled,6,6,0.03666335722098923,0.05413343997496911,0.002930429323523584,4.468561851943958e-06,0.45064931094294464,341.2469265075425,49
IQP-product,6,6,0.14366473593453177,0.1531038620301816,0.023440792568556877,1.1326525174952848e-35,0.7691522305099765,42.660673570457035,49
IQP-entangled,2,2,0.516636002480598,0.25462763474984346,0.06483523237829968,0.0017859047795532774,0.9993287120572953,15.423712745644444,50
IQP-product,2,2,0.5103013675579764,0.29515751904008763,0.08711796104589971,2.100429152166595e-33,0.9994904034519849,11.478689216258534,50
IQP-entangled,3,3,0.18392730810268298,0.18360053865337725,0.03370915779381027,0.0001517456327202212,0.9734210857978746,29.66552905642815,50
IQP-product,3,3,0.3770244601732481,0.2660775110286714,0.07079724187521275,9.188300902723693e-34,0.9863014581493178,14.12484404071278,50
IQP-entangled,4,4,0.10384727917392107,0.1255608268973687,0.015765521251150987,2.2855861833880524e-05,0.8498414479469462,63.42955517103461,50
IQP-product,4,4,0.27564678332820114,0.2352788731776083,0.05535614816372508,9.411571477830824e-35,0.9743224683114313,18.064840729928182,50
IQP-entangled,5,5,0.0605918344702171,0.0873253562607385,0.0076257178460648984,4.550496959100771e-05,0.7578202529956326,131.13519542504847,50
IQP-product,5,5,0.18933352027458977,0.1848604703103305,0.03417339348335659,3.397845495053245e-34,0.8823258619471794,29.262531404351996,50
IQP-entangled,6,6,0.03252952830789153,0.05676507441886653,0.0032222736737794557,6.634901752136661e-06,0.6645569238095451,310.33987216457757,50
IQP-product,6,6,0.13670237060534982,0.14991183655873097,0.02247355874041167,2.187459709775938e-34,0.8598626362498505,44.496735543793186,50
IQP-entangled,2,2,0.34257990185460013,0.2653450333915814,0.07040798674557945,0.0002375124076428288,0.9998334269903137,14.202934158783979,51
IQP-product,2,2,0.3912413803109607,0.31884503865851654,0.1016621586771509,8.40461506810757e-34,0.9999457355360946,9.836501732918203,51
IQP-entangled,3,3,0.15151149025071084,0.16067488404312436,0.02581641836227146,3.681282778744264e-05,0.9698900252464591,38.73504008059524,51
IQP-product,3,3,0.29609815682255186,0.2727285605596684,0.07438086774494869,1.6507695510423814e-33,0.985501468315991,13.444317474609072,51
IQP-entangled,4,4,0.08492217983965081,0.10419370769204286,0.010856328722614871,7.777701560683935e-35,0.7694480321757752,92.1121702879994,51
IQP-product,4,4,0.21343721762994125,0.2254647810742953,0.05083436750487991,5.395804487369703e-36,0.9418404814499356,19.671730938798515,51
IQP-entangled,5,5,0.04200160303452775,0.06027458878321529,0.0036330260529857023,3.886656503155344e-05,0.5327784141452448,275.2526366217984,51
IQP-product,5,5,0.14727715165322627,0.1782635858785937,0.03177790605029475,2.3836102161966914e-35,0.9411282384631099,31.468404444814723,51
IQP-entangled,6,6,0.022224449017860175,0.03570733883420998,0.0012750140466210797,4.239061684558022e-06,0.45557964567769765,784.305084834245,51
IQP-product,6,6,0.10559290089762864,0.14150066282809612,0.020022437580790545,3.362643391815201e-35,0.9410149054426206,49.94396890813117,51
IQP-entangled,2,2,0.467583237419729,0.25260407580318384,0.06380881911238065,0.0020210607305576837,0.998839623200822,15.671814866825716,52
IQP-product,2,2,0.46536895669272477,0.2925465709411935,0.08558349616945077,2.417075894604941e-35,0.9991064597994885,11.684495781991112,52
IQP-entangled,3,3,0.15701994827395305,0.16136058657202626,0.02603723889886838,0.00024531864053948805,0.9507464810857846,38.4065301195766,52
IQP-product,3,3,0.32355424754966655,0.25330599992070174,0.06416392959582656,7.813934433983488e-34,0.9757928522586556,15.585080376140855,52
IQP-entangled,4,4,0.09324479445036575,0.10413633635592293,0.010844376549633916,3.380629339326467e-05,0.7673891609755542,92.21369208483986,52
IQP-product,4,4,0.2287268813101058,0.2110684087787026,0.0445498731843735,3.1905880869692126e-34,0.9031556816860307,22.446753010079593,52
IQP-entangled,5,5,0.04984139804496786,0.07141634562884995,0.005100294422979355,9.642954836090308e-06,0.6591654247487593,196.06711241894277,52
IQP-product,5,5,0.17814576341230667,0.18118264213350896,0.03282714981047918,1.4802196894875927e-34,0.8559935300481493,30.4625898310787,52
IQP-entangled,6,6,0.030142990508073904,0.047146450534619806,0.0022227877980133524,2.771027995039417e-06,0.5333092740267602,449.8855000435777,52
IQP-product,6,6,0.13148327238792243,0.1499962696511688,0.022498880909266144,1.0658054106651116e-34,0.8551113845646344,44.446655103994566,52
IQP-entangled,2,2,0.5396234659563572,0.28278350306498956,0.07996650960570698,0.003916047297706482,0.9980375912726738,12.50523506566345,53
IQP-product,2,2,0.6629676721326289,0.2870193924801963,0.08238013165970096,8.670908086936203e-34,0.9997366260397126,12.13884925713446,53
IQP-entangled,3,3,0.1787507845590798,0.2014114269989014,0.040566562925733796,0.00013655633528464992,0.9711557820397543,24.65084364753121,53
IQP-product,3,3,0.4871576484548858,0.2834067526911609,0.08031938747094883,1.4704494839712288e-34,0.9954701023745383,12.450294150483849,53
IQP-entangled,4,4,0.10516244941919459,0.13254789760395563,0.01756894515922871,9.575597959782406e-06,0.9647781805091641,56.91861355004086,53
IQP-product,4,4,0.38454501585283085,0.25890141421291185,0.06702994228144575,3.852630176261602e-34,0.9884721409190997,14.918705968762342,53
IQP-entangled,5,5,0.045437095456039016,0.06868609605075042,0.004717779790692912,7.362800436974081e-05,0.6337418964879661,211.9641111636386,53
IQP-product,5,5,0.26354912906994155,0.22089973389243975,0.0487966924337507,1.4931738280464957e-34,0.9329592627397015,20.49319226621066,53
IQP-entangled,6,6,0.02773543613998374,0.05528636678181343,0.0030565823519332035,7.046162193113121e-06,0.5491198691346703,327.16278668805626,53
IQP-product,6,6,0.1927431793701193,0.18924544897372475,0.035813839957266655,4.471578602641714e-34,0.8715277120511264,27.92216643602606,53
IQP-entangled,2,2,0.48795606411355547,0.26719840061143024,0.07139498528930635,1.971862119187483e-34,0.9987697589789056,14.006585980062965,54
IQP-product,2,2,0.5609546357965386,0.2802686582175879,0.0785505207790871,1.971862119187483e-34,0.9997122278686811,12.730660345491115,54
IQP-entangled,3,3,0.16235618821328376,0.17077224766925916,0.029163160574010794,4.2808930204147115e-05,0.9567286230473523,34.28983622890194,54
IQP-product,3,3,0.40686892183655243,0.2632560266853782,0.06930373558617256,1.6292443557564186e-34,0.9942291187965328,14.42923662832858,54
IQP-entangled,4,4,0.0844236334308667,0.10596950035798584,0.011229535006121163,1.873290201490572e-05,0.8737301061774093,89.05088228986374,54
IQP-product,4,4,0.24927714990494934,0.22574581091382356,0.05096117114513978,4.7531053672612313e-35,0.9396456447165857,19.622782944920036,54
IQP-entangled,5,5,0.043304063543001446,0.06300227608184855,0.003969286791493466,6.6899834691997045e-06,0.6033440981208414,251.93442865934725,54
IQP-product,5,5,0.18148590040434712,0.1867343838319615,0.034869730105102324,3.278085597720205e-35,0.871988166731586,28.678168628947166,54
IQP-entangled,6,6,0.020724804271288873,0.02950278561284535,0.0008704143589175145,1.9899140095565415e-05,0.26910772891671547,1148.8781058755094,54
IQP-product,6,6,0.12303491655056599,0.14875878922862626,0.022129177372766852,9.988206799668847e-36,0.7882693837192809,45.18920803764917,54
IQP-entangled,2,2,0.5048650755677679,0.2523108687279927,0.06366077447827437,0.0063696074962602675,0.9999712529403982,15.70826004231651,55
IQP-product,2,2,0.5061088879517092,0.28079647754177106,0.07884666179986632,7.713420682440161e-35,0.9999779453135214,12.682845122070791,55
IQP-entangled,3,3,0.2103189649832958,0.20461928964563647,0.041869053695084875,5.633103930392474e-05,0.9987608746269664,23.88398857262429,55
IQP-product,3,3,0.3293100602083217,0.2546841885699393,0.06486403590752839,1.6018693366516094e-35,0.9991378362093707,15.416863690468201,55
IQP-entangled,4,4,0.09816255850159386,0.11214417348132293,0.012576315645809051,2.5011877110485853e-05,0.7899787218911056,79.51454369970759,55
IQP-product,4,4,0.23663185394312883,0.21367863907908413,0.045658560798689504,2.178511691991112e-36,0.9754093611802342,21.90169778695044,55
IQP-entangled,5,5,0.046922166767531324,0.06360723757131484,0.004045880671453686,3.49597372310976e-05,0.625164946246261,247.1649762326529,55
IQP-product,5,5,0.16489032812715,0.17533081388964586,0.030740894299205634,1.4201612591032782e-35,0.9260376828974366,32.529957985829995,55
IQP-entangled,6,6,0.027576118142694787,0.04434233209802576,0.0019662424158916054,1.3682528705248756e-06,0.6651916734615839,508.58428844672414,55
IQP-product,6,6,0.1255397439843888,0.14935056017335382,0.022305589824094585,3.2815560405162024e-35,0.8865489534254047,44.83181157217354,55
IQP-entangled,2,2,0.45001498000042345,0.2670634534075048,0.07132288814594248,4.939575485705629e-05,0.9988786560898973,14.02074461642352,56
IQP-product,2,2,0.47740417408989516,0.2928675825199786,0.08577142089109645,1.235185509957365e-33,0.9993689422861987,11.658895114605775,56
IQP-entangled,3,3,0.18886181234603863,0.19316309695551112,0.03731198202544419,4.125530647817995e-06,0.918027857494457,26.80104207056246,56
IQP-product,3,3,0.3711082529062291,0.25809279713844624,0.06661189193474716,7.198894546421273e-34,0.9802559394466848,15.012334448923886,56
IQP-entangled,4,4,0.10216962310923731,0.1230523868652266,0.015141889913229392,4.03635003984857e-05,0.9089367978064106,66.04195419003179,56
IQP-product,4,4,0.273360384547192,0.21989972921045717,0.04835589090683239,2.1853498095945197e-34,0.9498617793884967,20.680003640646525,56
IQP-entangled,5,5,0.05133874697505257,0.06881281321043685,0.004735203261934472,1.2601423573841388e-05,0.8405635006456341,211.18417619763807,56
IQP-product,5,5,0.18775894013616354,0.18431762006624766,0.033972985066885626,3.621062667990037e-34,0.9425040741594035,29.435152608203587,56
IQP-entangled,6,6,0.02738267183595952,0.043604924457438125,0.0019013894369388853,1.4443626296800627e-05,0.675443311906091,525.9311851494956,56
IQP-product,6,6,0.1265480228864107,0.1443706126282181,0.020842873790647008,5.479429185472539e-36,0.9120994042878587,47.97802884786157,56
IQP-entangled,2,2,0.44531039881910567,0.2934530122839633,0.08611467041853194,0.0003611628401052382,0.9999576795791535,11.612423239151124,57
IQP-product,2,2,0.4838765030319813,0.3146957463494371,0.09903341277042926,6.811585701181847e-33,0.9999892496866154,10.097602132707614,57
IQP-entangled,3,3,0.1932241021816257,0.19641000860862726,0.03857689148164103,0.00047779359861940243,0.9959907896154837,25.92225453095167,57
IQP-product,3,3,0.3625351891943075,0.2790408477877119,0.077863794734085,9.203336772700907e-33,0.9981950146307714,12.842939435653378,57
IQP-entangled,4,4,0.11289688371635148,0.14347887196623865,0.020586186700704306,3.889819880682972e-05,0.9328071746023815,48.57626206051009,57
IQP-product,4,4,0.2643383146256415,0.24056948116318258,0.05787367526712286,9.474491874825663e-34,0.9835215994124735,17.279013219471214,57
IQP-entangled,5,5,0.05184532383172151,0.0796812584292621,0.006349102944870853,0.00015659011630327546,0.751486103561552,157.50256511557333,57
IQP-product,5,5,0.19206029054889334,0.19786823427533257,0.03915183813523789,2.4226942736527325e-35,0.9096951085701563,25.541584958177694,57
IQP-entangled,6,6,0.022879166767808382,0.03625087291747929,0.0013141257872792333,2.2936245487137368e-05,0.427841843224482,760.962161826533,57
IQP-product,6,6,0.12046211737573954,0.14772006416444738,0.021821217356748454,6.904917450381477e-34,0.8456355621981332,45.82695748139546,57
IQP-entangled,2,2,0.4539250347583824,0.28564310132248044,0.08159198133312481,0.0007216682290877262,0.9997733219437038,12.25610634355338,58
IQP-product,2,2,0.47603438864631725,0.36126626762662406,0.13051331612487158,3.4121611192972476e-34,0.9999452768478535,7.662053418696582,58
IQP-entangled,3,3,0.21674647772477518,0.21599378707054737,0.04665331605307695,8.622394314876006e-05,0.9990430984814498,21.43470356667276,58
IQP-product,3,3,0.3330040305973745,0.31502129253466726,0.09923841475021242,4.129684294173906e-34,0.9998844777473453,10.076742988257575,58
IQP-entangled,4,4,0.10240571446456696,0.12535983370819645,0.015715087907346666,0.0001142609950892532,0.9213015238050296,63.63311525177716,58
